recoP,trueP,recoTheta,trueTheta
0.395142,0.421069,22.299913,22.668464
0.764873,0.783574,21.163591,19.835980
0.814415,0.884633,19.854651,15.352111
0.353173,0.425416,16.459728,17.304974
4.355287,4.439975,2.875487,2.771917
4.831421,1.946419,15.020468,15.126431
1.998334,2.439489,9.143960,8.598775
1.679027,1.589767,28.286049,28.255189
0.895725,0.948895,15.141735,16.061711
0.628439,0.665025,7.965629,6.306552
2.056331,1.618299,10.247319,10.645660
0.952559,1.034555,15.312590,15.314348
0.382657,0.525072,49.908479,46.981467
1.254386,1.385982,28.260029,27.061746
0.988611,0.995177,8.259968,8.531935
0.439360,0.446882,5.741600,5.860834
3.782950,2.813944,9.705978,10.540905
1.063518,1.121494,11.869946,11.048974
2.677017,3.223088,11.454130,11.330806
0.637614,0.689945,23.143101,21.825379
2.646563,4.068267,6.659499,6.606933
2.585752,2.395179,3.550658,3.887560
0.680700,0.687210,28.972591,29.991866
2.024951,1.828279,7.824284,7.529106
0.756401,0.753586,28.535690,28.048477
0.812150,0.806370,9.970681,11.077964
0.900305,0.911053,14.676781,15.789462
0.545067,0.573137,16.272730,15.753112
2.937426,3.688052,8.080484,7.542543
1.685461,1.775389,12.724176,11.145196
0.776729,0.787530,22.180304,23.604371
2.020047,2.270073,2.581719,1.882112
1.486311,1.722619,2.021682,3.096803
0.536343,0.432459,22.113312,22.815314
4.437442,4.132837,12.445019,10.696157
3.494561,3.313228,0.922809,1.300407
2.087707,2.333360,11.294211,11.306533
0.531629,0.613978,26.782658,24.929527
0.843179,0.795894,7.576083,3.518585
1.342591,0.942896,27.030254,24.896620
0.921110,0.919719,11.525332,10.484321
3.191661,2.849116,6.478777,7.242780
0.637353,0.635438,50.045696,50.337184
1.238424,1.312571,31.163247,31.327614
0.483041,0.504975,39.082177,37.681691
2.750750,2.474090,12.530573,12.560446
1.218889,0.846028,17.491699,18.152742
4.293715,3.818547,10.221602,10.148540
0.624438,0.672780,47.952013,46.617105
0.428317,0.426736,33.346963,30.342168
1.190333,1.168959,7.268252,7.411110
0.667959,0.667022,34.089461,34.745459
0.674351,0.670735,37.288583,37.601771
0.633116,0.636729,14.133847,16.176929
3.801819,3.772108,4.931971,3.376147
0.604017,0.637162,22.093527,21.837345
0.737519,0.749960,7.844127,6.885668
0.725756,0.716205,39.740794,39.286019
1.360145,1.340731,29.475075,27.445103
3.265945,3.300905,5.964008,4.448362
1.404475,1.237589,10.899845,10.196457
0.369334,0.385325,37.587984,37.163000
0.518942,0.542925,38.528354,36.921320
0.399620,0.394888,10.264218,14.307882
1.105258,1.135626,15.438968,15.113849
0.443316,0.435481,24.472495,21.609163
0.621058,0.640638,6.011935,5.906011
0.833266,0.888607,28.075817,27.521724
1.046971,1.788304,13.728442,12.903825
0.660693,0.621288,29.361271,28.471921
3.015500,1.786841,32.397042,31.214790
0.870647,0.885952,32.302527,27.288064
2.522179,2.679959,5.399569,5.136867
1.771105,1.841067,10.306927,11.077911
1.096392,0.863831,26.064453,24.767477
3.083513,3.250754,4.021169,4.696194
0.597620,0.550332,28.577469,29.648080
3.301999,3.321248,8.940988,8.733204
0.387998,0.375000,48.488174,48.163081
1.429966,1.351387,21.804738,23.134688
0.526228,0.556170,26.690116,26.468151
0.702715,0.505952,22.173003,24.500995
0.477788,0.477068,26.135853,20.039584
0.708603,0.738051,29.705001,25.992690
4.600196,4.018454,7.402500,8.003344
1.915597,1.748833,18.869891,19.487944
9.395395,8.773188,4.341087,4.242609
3.973420,2.374708,9.123931,6.573516
0.547470,0.546159,32.836732,32.519409
1.574367,1.713620,8.621381,8.172121
0.708222,0.689474,12.200397,12.188902
1.543448,1.576856,16.914199,16.937660
0.510520,0.413392,21.319349,20.613478
0.951825,0.984743,20.467997,20.629730
1.425823,1.446304,35.328356,30.594263
1.670494,1.644552,20.586252,20.356852
4.854101,4.122924,2.963921,4.329839
1.882521,1.800741,12.814441,13.043394
0.748257,0.986967,19.464775,18.027129
0.454483,0.454301,22.636072,20.850770
1.575498,1.624346,14.106311,13.679256
1.024574,1.085032,33.499880,33.441010
1.340733,1.572237,8.901215,8.727174
1.631370,1.409586,15.797079,15.912445
0.513573,0.506525,56.735440,56.001891
0.601251,0.636473,12.979915,13.894996
0.529374,0.529258,13.349938,12.704190
0.642544,0.665335,6.126471,6.320372
0.741552,0.764854,54.308915,52.667083
0.558335,0.554926,24.415632,25.817504
0.464750,0.487723,38.925523,40.023738
0.679149,0.733402,27.157058,26.531440
2.674868,2.902535,9.409243,10.004962
0.778821,0.776149,32.988299,32.944505
0.663977,0.627509,6.850284,7.172144
0.548084,0.552471,37.306680,35.888837
0.815771,0.875291,6.166691,8.322418
1.143811,1.152134,11.812596,12.144325
0.884244,1.006857,18.328902,18.587451
0.745450,0.767775,15.898912,16.578647
1.326267,1.377881,26.589448,25.804178
